,01_data(05~18),,,,02_data(05~18),,,,,03_data(14~18),,,,,,,,,"06_data(05,10,15,16,17,18)",,,,,,,,,11_data(13~18),,,,,,,,,,,13_data(15~18),,,,,,07_data(10~18),,,08_data(13~18),04_data(10~18),,,,,,,,,,,,,,,,,,,,,05_data(10~18),,,,,,
년도,자치구,사람 수,남자수,여자수,유기견수,복귀,입양분양,폐사안락사,계류기증,있다,없다,동물판매업소,유상입양,무상입양,인터넷을 통해 구입,유기동물 입양,원래 기르던 동물이 낳은 새끼,기타,계,1인가구,2인가구,3인가구,4인가구,5인 가구,6인가구,7인이상 가구,평균가구원수,전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상,합계,단독주택,아파트,연립주택,다세대주택,비거주용 건물내 주택,행정구역면적(㎡),공원면적(㎡),공원율(%),공원 계,합계,단독주택,아파트,연립주택,다세대주택,비거주용 건물내 주택,주택이외의 거처,합계_남,합계_여,단독주택_남,단독주택_여,아파트_남,아파트_여,연립주택_남,연립주택_여,다세대주택_남,다세대주택_여,비거주용 건물내 주택_남,비거주용 건물내 주택_여,주택이외의 거처_남,주택이외의 거처_여,20세미만,20대,30대,40대,50대,60대,70대이상
2016,강북구,327195,160861,166334,280,91,62,127,-,21.8,78.2,33.5,13.4,48.1,0.3,0.5,5,-,125580,36668,33636,27243,20969,5386,1294,384,2.4,141229,52653,31855,26664,22483,5763,1332,325,89,42,23,"93,623",18870,32652,4915,36136,1050,23596920,14337627,60.76,83,36668,19573,5453,824,7588,818,2412,16871,19797,9518,10055,1964,3489,319,505,3254,4334,441,377,1375,1037,199,4933,6150,5893,6759,6119,6615
2016,도봉구,348220,171238,176982,212,71,59,80,2,20,80,39.7,19,34,1.1,1.9,5.9,-,125384,28296,33279,30449,25702,5900,1375,383,2.6,136898,40157,30753,29216,27931,6744,1537,395,114,35,16,"104,170",9237,64269,4354,25607,703,20667909,10083758,48.79,79,28296,11819,8625,618,4838,523,1873,12607,15689,5938,5881,2956,5669,268,350,2092,2746,289,234,1064,809,245,3129,4259,4774,5334,4715,5840
2016,노원구,567581,276333,291248,251,101,60,88,2,19.6,80.4,25.3,23,43.5,-,6,6.8,-,204606,47641,50338,49255,45404,9675,1867,426,2.6,219736,63642,46108,46104,50175,10902,2152,456,134,38,25,"189,013",7990,162895,3541,13887,700,35437921,14168875,39.98,181,47641,11681,28519,547,3879,891,2124,20427,27214,6227,5454,10157,18362,261,286,1930,1949,534,357,1318,806,1246,9121,6468,6663,7215,7435,9493
2016,은평구,491476,239183,252293,308,99,53,152,4,21.7,78.3,42.4,11.5,43.4,0.3,3.1,-,-,178775,44440,48170,41213,33726,8626,2032,568,2.6,201891,68747,44203,39913,36523,9534,2208,551,147,34,31,"142,135",17678,50677,6696,65756,1328,29704588,13999621,47.13,136,44440,17709,6507,821,13535,992,4876,19908,24532,8291,9418,2506,4001,313,508,5829,7706,530,462,2439,2437,207,6284,9333,7557,7283,6494,7282
2016,서대문구,314194,152510,161684,198,69,38,91,-,17.4,82.6,34.6,20.4,38.5,0.9,1.5,4.4,-,126581,43298,30769,25336,20559,5042,1224,353,2.4,136766,54371,28028,24193,22750,5581,1380,344,81,17,21,"92,788",14981,44866,5727,26294,920,17608732,5135311,29.16,119,43298,22849,7099,1042,7016,1378,3914,18918,24380,10289,12560,2712,4387,431,611,2994,4022,626,752,1866,2048,980,15490,7726,5084,4595,4132,5291
2016,마포구,379892,182162,197730,240,118,90,20,12,23.2,76.8,52,13.9,33,0.4,1.4,1.9,-,153610,53382,37837,30533,24334,5892,1268,364,2.3,169432,70544,34435,29071,26999,6449,1423,334,103,45,29,"118,456",13685,65418,3604,34232,1517,23843621,4439259,18.62,143,53382,21923,10301,686,10848,1773,7851,24004,29378,10594,11329,3997,6304,292,394,4649,6199,913,860,3559,4292,637,15906,14837,7904,4998,4079,5021
2016,양천구,477739,236290,241449,306,148,78,80,-,10,90,26.2,25.3,22.4,-,4.7,21.4,-,163253,32878,38620,41654,39182,8640,1798,481,2.8,177434,47141,34590,38548,44091,10167,2172,489,158,46,32,"137,651",9547,85474,4531,37225,874,17406820,2909845,16.72,120,32878,13458,8520,638,7218,516,2528,15374,17504,7106,6352,3234,5286,254,384,3182,4036,267,249,1331,1197,166,3786,6322,5887,5945,5281,5491
2016,강서구,595485,290478,305007,288,105,65,117,1,18.2,81.8,26.1,23.1,43.1,2.9,9.3,2.1,-,222652,60988,56504,50606,42042,9837,2085,590,2.5,245045,83462,52108,48885,46360,11092,2336,560,162,48,32,"184,422",11310,109403,5218,57345,1146,41436730,4329121,10.45,167,60988,16627,18848,743,10874,911,12985,28199,32789,8583,8044,7689,11159,286,457,5046,5828,517,394,6078,6907,279,11257,15160,9540,8921,7896,7935
2016,구로구,417551,207667,209884,163,51,37,74,1,16.9,83.1,41.5,16.4,36.6,0.4,4.2,2.9,-,156671,42055,39875,35273,29972,7283,1723,490,2.5,172220,59834,36398,33310,32086,8092,1865,455,120,35,25,"120,431",12311,75180,7471,24639,830,20118709,3157024,15.69,92,42055,14825,9498,1178,4443,884,11227,21128,20927,7919,6906,4004,5494,483,695,2129,2314,515,369,6078,5149,243,7881,9942,7003,6325,5364,5297
2016,금천구,235386,119885,115501,164,45,50,67,2,29.6,70.4,32.1,17,43.2,4.8,4.6,2.4,-,93402,31728,22652,19110,15034,3745,864,269,2.4,104483,42887,21511,18199,16485,4099,980,222,59,25,16,"58,938",9606,27470,3949,17412,501,13019304,2205217,16.94,54,31728,15407,4687,616,3451,830,6737,17721,14007,8644,6763,2204,2483,274,342,1725,1726,551,279,4323,2414,98,5347,6597,5498,5989,4217,3982
2016,영등포구,370613,185200,185413,175,57,44,74,-,17.5,82.5,33.6,23,45.3,0.3,1.8,1.3,-,146904,49453,35972,30397,23867,5544,1306,365,2.4,165729,70252,32240,28582,26402,6243,1442,388,100,50,30,"97,089",16998,65390,1500,12112,1089,24529646,3095107,12.62,128,49453,19443,10048,289,3854,1556,14263,25060,24393,10025,9418,4252,5796,119,170,2012,1842,844,712,7808,6455,223,11063,12581,7634,6908,5390,5654
2016,동작구,400997,196267,204730,277,146,51,80,-,21.1,78.9,24.2,22.7,45.6,0.2,7.5,1.5,-,159770,52954,38396,32979,27152,6401,1483,405,2.4,172506,66694,35226,31402,29704,7141,1706,440,128,43,22,"111,438",16283,58232,5368,30489,1066,16354174,4585613,28.04,83,52954,29858,8673,754,7943,2135,3591,25960,26994,15400,14458,3404,5269,345,409,3617,4326,1084,1051,2110,1481,1140,17329,12643,6688,5275,4612,5267
2016,관악구,506851,256143,250708,550,205,318,27,-,21.1,78.9,30.9,12.1,48.3,-,6.1,4.7,-,230570,103972,51679,37389,28357,6997,1692,484,2.1,251955,128682,46565,35590,30917,7735,1827,459,108,36,36,"123,911",22636,54551,6479,38369,1876,29568727,10975725,37.12,110,103972,56162,11590,988,9908,9323,16001,55799,48173,31545,24617,4993,6597,425,563,4716,5192,5578,3745,8542,7459,1053,38095,28451,12792,9262,7280,7039
2016,서초구,447192,214673,232519,112,42,27,43,1,21.5,78.5,41.3,28.6,27.7,2,1.1,2.2,-,155051,38357,37334,36130,32862,8068,1728,572,2.6,173970,54948,33198,34701,38514,9480,2248,602,180,53,46,"129,491",6696,92424,5686,23389,1296,46982024,15874468,33.79,147,38357,13508,10722,678,6947,1480,5022,16947,21410,6199,7309,3941,6781,256,422,3040,3907,756,724,2755,2267,502,8017,11301,6785,4547,3639,3566
2016,강남구,567115,271604,295511,166,65,47,53,1,20.3,79.7,44,20.7,28.3,1.1,5.7,3,-,208904,61998,50447,45353,39694,8984,1893,535,2.5,234080,87495,42282,42456,47357,10976,2528,669,195,79,43,"176,135",7470,130924,6186,29789,1766,39501308,6598029,16.7,158,61998,19523,19658,1058,10662,2150,8947,26157,35841,8612,10911,7245,12413,391,667,4321,6341,1017,1133,4571,4376,572,12942,20651,10522,6494,5395,5422
2016,송파구,657831,320557,337274,241,76,48,117,1,19.1,80.9,41.8,16.6,37.7,4.1,2.6,1.1,-,230801,54409,56203,55774,50122,11184,2462,647,2.6,258382,81256,50740,52635,57002,12953,2832,669,211,43,41,"191,349",9875,113627,4909,61297,1641,33876548,4424822,13.06,162,54409,16711,11660,584,17335,1780,6339,24833,29576,8402,8309,4301,7359,212,372,7564,9771,952,828,3402,2937,272,9222,15554,9748,7637,6073,5903
2016,강동구,444168,221118,223050,226,75,48,103,-,19.3,80.7,25.2,21.4,49.6,1,3.6,2.1,-,160021,39469,39640,37558,33192,7952,1747,463,2.6,177460,57735,36052,35621,36625,8888,1929,430,114,42,24,"116,063",11035,71613,3640,28645,1130,24589280,3384641,13.76,124,39469,18568,8131,342,6565,1270,4593,19318,20151,9678,8890,3211,4920,137,205,2987,3578,725,545,2580,2013,158,5640,8794,6871,7121,5837,5048
2017,합계,9857426,4830206,5027220,5584,2014,1622,1915,33,19.4,80.6,24.8,24.2,42.6,2,4.1,2.3,-,3813260,1180540,956978,813629,662920,154992,34649,9552,2.4,4220082,1608998,867814,776452,735420,176927,40051,10106,2772,897,645,"2,866,845",331863,1665922,114352,724932,29776,605196566,168374591,27.82,2837,1180540,509816,251819,18007,188113,42126,170659,561524,619016,259723,250093,96864,154955,7276,10731,83691,104422,22905,19221,91065,79594,14190,283019,265742,175037,157452,137437,147663
2017,종로구,154770,75967,78803,161,45,26,89,1,25.1,74.9,26,13.9,42.2,1.2,11.5,5.1,-,62372,23638,15697,11268,8636,2351,601,181,2.2,73594,35539,13600,10925,9844,2717,668,209,58,21,13,"45,787",12920,14507,5451,11978,931,23912883,11569693,48.38,110,23638,11234,2992,887,3279,868,4378,11594,12044,5565,5669,1282,1710,315,572,1407,1872,444,424,2581,1797,507,6619,4348,3241,3200,2622,3101
2017,중구,125709,62253,63456,99,26,25,46,2,18.3,81.7,25.9,18,40.4,1.2,7.1,7.5,-,52208,20164,13623,9498,6696,1660,445,122,2.2,60412,28845,12224,9206,7517,1936,501,120,34,12,17,"39,512",6308,23874,1948,6491,891,9960930,3131968,31.44,70,20164,7181,5673,301,2102,854,4053,9826,10338,3475,3706,2384,3289,142,159,1027,1075,452,402,2346,1707,499,4766,3855,3032,2877,2473,2662
2017,용산구,229161,110878,118283,189,105,63,12,9,25.8,74.2,23.6,22.7,48.4,1.3,3.9,-,-,91102,33076,24058,17316,12585,3154,724,189,2.2,107666,49518,21720,16934,14452,3753,923,234,79,27,26,"71,356",14993,35648,3985,15988,742,21866844,1794141,8.2,102,33076,16830,6117,716,5027,630,3756,15176,17900,7833,8997,2331,3786,295,421,2232,2795,332,298,2153,1603,265,7272,8123,5380,4236,3519,4281
2017,성동구,304808,150368,154440,154,53,34,67,-,20.1,79.9,15.1,26.6,49.5,2.5,5.6,0.7,-,120957,39067,30728,25452,19855,4437,1115,303,2.4,132902,51798,27999,24603,21768,5002,1260,331,93,28,20,"86,650",11044,62985,2055,9470,1096,16860100,3101355,18.39,84,39067,19183,10705,256,3006,1539,4378,19964,19103,10794,8389,4285,6420,96,160,1458,1548,875,664,2456,1922,708,10751,8163,5753,5257,4076,4359
2017,광진구,357703,174414,183289,189,86,38,63,2,20,80,23.8,30.3,33.5,2.2,6.1,4.1,-,147846,54866,34309,28746,23244,5191,1151,339,2.3,160798,68171,31806,27507,25725,5745,1359,340,97,28,20,"84,316",16297,30301,4249,31970,1499,17063230,3359232,19.69,55,54866,34026,3512,566,8835,2364,5563,26630,28236,16999,17027,1415,2097,219,347,3850,4985,1250,1114,2897,2666,802,16615,13397,7750,6681,4980,4641
2017,동대문구,350647,175324,175323,236,83,56,96,1,14.8,85.2,28.5,23,43.1,0.6,3,1.8,-,145294,54030,34391,27589,21820,5617,1458,389,2.3,159938,70090,31663,26511,23485,6127,1546,363,103,32,18,"97,891",19954,58161,3251,14866,1659,14215197,1275574,8.97,96,54030,28911,9638,629,4713,2432,7707,27638,26392,15375,13536,3941,5697,290,339,2396,2317,1322,1110,4314,3393,1696,17762,9127,6393,6462,5936,6654
2017,중랑구,408226,203325,204901,284,96,84,104,-,21.6,78.4,32.6,28.3,34.3,1.1,1.6,2.2,-,159035,47543,42102,34301,26685,6603,1402,399,2.4,179132,69385,39419,33027,28498,6869,1455,352,96,18,13,"103,740",19669,51031,4578,26949,1513,18495756,5206491,28.15,102,47543,29030,7470,773,5812,1403,3055,24000,23543,15574,13456,2850,4620,331,442,2712,3100,769,634,1764,1291,203,6203,8848,8089,9654,7536,7010
2017,성북구,444055,216556,227499,260,93,51,115,1,23.2,76.8,29.2,17.2,47.3,0.7,3.2,2.4,-,172973,54243,41856,36766,30370,7383,1839,516,2.4,187112,69365,38281,35319,33216,8184,1987,557,125,33,45,"130,766",25457,71571,6321,25902,1515,24578665,8338101,33.92,127,54243,28424,10249,1131,6953,2765,4721,24560,29683,13503,14921,3938,6311,484,647,2983,3970,1329,1436,2323,2398,1514,18145,8636,6570,6285,5777,7316
2017,강북구,324479,158918,165561,276,86,77,113,-,17.3,82.7,24,30.2,44.2,0.5,0.6,0.6,-,127281,39082,34386,27070,20164,5059,1202,318,2.4,142533,54745,32534,26345,21711,5526,1262,270,85,30,25,"94,526",18369,33458,4882,36743,1074,23596920,14337627,60.76,83,39082,20371,5954,886,8294,926,2651,17809,21273,9776,10595,2179,3775,336,550,3507,4787,480,446,1531,1120,323,5696,6213,6108,6988,6596,7158
2017,도봉구,344166,168759,175407,213,81,46,86,-,19.1,80.9,22.9,31.5,38.4,2.6,3.3,1.2,-,125974,29469,34622,30336,24408,5554,1222,363,2.6,137378,41294,31810,29112,26717,6470,1449,359,113,37,17,"104,752",9014,64352,4235,26422,729,20667909,10083617,48.79,79,29469,11849,8970,589,5180,556,2325,13093,16376,5907,5942,3068,5902,243,346,2214,2966,302,254,1359,966,221,3278,4325,4811,5512,5152,6170
2017,노원구,554403,269508,284895,237,84,41,110,2,14.3,85.7,24.1,22.7,49.3,0.5,2.7,0.6,-,202955,49265,50990,48297,43178,9065,1759,401,2.6,217619,64810,46592,45562,47593,10354,2075,436,128,40,29,"187,025",7081,161701,3508,14025,710,35437921,14337687,40.46,181,49265,11737,29566,640,4164,863,2295,20740,28525,6127,5610,10388,19178,291,349,1992,2172,500,363,1442,853,1168,9607,6411,6524,7245,8027,10283
2017,은평구,486794,236353,250441,353,89,77,185,2,16.6,83.4,21.7,24.1,46.8,3.7,2.6,1.1,-,179641,46535,49163,41144,32289,8115,1857,538,2.5,202839,70698,45192,39648,35350,9107,2106,538,134,37,29,"143,727",16416,52000,6595,67371,1345,29704588,13997925,47.12,133,46535,17315,6987,851,14439,1023,5920,20727,25808,8130,9185,2703,4284,299,552,6110,8329,551,472,2934,2986,198,6774,9558,7641,7437,7034,7893
2017,서대문구,312800,151144,161656,192,67,39,84,2,20.1,79.9,33.9,25.4,32.5,3.1,4.3,0.9,-,126672,43418,31366,25369,20065,4941,1161,352,2.3,137266,55117,28458,24332,22047,5515,1312,349,86,26,24,"94,398",13939,47445,5630,26418,966,17608732,5136193,29.17,119,43418,21588,7917,1006,7135,1390,4382,18891,24527,9866,11722,2904,5013,383,623,3054,4081,649,741,2035,2347,797,15423,7617,5132,4555,4262,5632
2017,마포구,374915,178939,195976,242,114,103,15,10,23.7,76.3,30,22.7,46.2,-,-,1.2,-,152814,54162,38271,29979,23392,5516,1167,327,2.3,169408,71949,34690,28724,26036,6163,1343,347,90,38,28,"118,355",12607,66349,3464,34356,1579,23843621,4439901,18.62,142,54162,20949,10832,648,11287,1820,8626,24036,30126,10072,10877,4151,6681,261,387,4744,6543,949,871,3859,4767,611,16163,14789,7974,5104,4221,5300
2017,양천구,471154,232518,238636,289,124,156,9,-,18.2,81.8,15.2,24.9,41.8,0.5,16.5,1.1,-,162045,33088,39456,41391,37771,8261,1660,418,2.7,176649,47379,35589,38567,42582,9777,2059,466,153,45,32,"137,056",8370,85758,4265,37784,879,17406820,2909845,16.72,120,33088,12439,8770,640,7865,573,2801,15252,17836,6580,5859,3223,5547,250,390,3421,4444,290,283,1488,1313,149,3677,6210,5687,6005,5583,5777
2017,강서구,601691,292989,308702,275,99,64,112,-,19,81,19.3,32.5,40.4,1.6,5.6,0.6,-,231739,68237,59781,50963,40778,9470,1974,536,2.4,254257,91595,54914,49020,44792,10925,2226,562,143,51,29,"188,176",10895,111037,5134,59950,1160,41436730,4329258,10.45,167,68237,15992,19968,799,12569,876,18033,31534,36703,8371,7621,8158,11810,311,488,5788,6781,492,384,8414,9619,256,13691,17257,10221,9329,8724,8759
2017,구로구,410742,204003,206739,206,51,67,88,-,16.6,83.4,21.4,26.3,43,6.8,1.3,1.1,-,156110,42984,40714,34809,28676,6884,1586,457,2.5,171570,60669,37054,32991,30792,7686,1788,408,128,33,21,"121,684",12008,75540,7405,25884,847,20118709,3190603,15.86,98,42984,14533,10017,1155,4905,939,11435,21366,21618,7840,6693,4032,5985,462,693,2314,2591,523,416,6195,5240,203,7820,9838,7030,6574,5676,5843
2017,금천구,235154,119497,115657,138,42,36,60,-,21.1,78.9,7.4,28,58.8,0.4,3.9,1.6,-,95331,32928,23735,19236,14787,3595,819,231,2.3,106066,44496,22240,18232,15903,3926,953,222,55,23,16,"62,314",9410,29385,3923,19056,540,13019304,2206213,16.95,55,32928,14950,4891,633,4079,1058,7317,18305,14623,8356,6594,2260,2631,268,365,2030,2049,688,370,4703,2614,102,5683,6924,5414,6151,4562,4092
2017,영등포구,368550,183975,184575,148,50,38,60,-,18.5,81.5,16.2,24.5,42.3,3.2,4.6,9.3,-,147559,51151,36710,30068,22879,5277,1172,302,2.3,167355,72378,33120,28372,25600,6022,1348,368,80,35,32,"99,225",15401,68204,1500,12928,1192,24529646,3092598,12.61,126,51151,18612,10650,315,4100,1559,15915,25953,25198,9599,9013,4573,6077,123,192,2137,1963,837,722,8684,7231,195,11714,13138,7701,6904,5579,5920
2017,동작구,396217,193255,202962,235,117,55,63,-,21.2,78.8,31.1,27.4,39.9,1.6,-,-,-,160062,54355,38981,32470,26368,6126,1402,360,2.4,172995,68697,35530,30962,28615,7017,1591,428,99,35,21,"111,548",15626,58320,5236,31283,1083,16354174,4585691,28.04,83,54355,30453,8778,761,8466,2055,3842,26389,27966,15623,14830,3294,5484,332,429,3773,4693,1070,985,2297,1545,1151,17877,12666,6684,5368,4934,5675
2017,관악구,503297,253661,249636,450,167,266,17,-,15.8,84.2,29.5,22.1,42.5,1.6,2.6,1.7,-,232212,106865,53069,36587,27139,6515,1584,453,2.1,255352,133850,47431,34845,29543,7319,1718,462,126,30,28,"124,170",22196,53548,6498,40024,1904,29568727,10975725,37.12,110,106865,56635,10990,1062,10879,8841,18458,57078,49787,31624,25011,4636,6354,470,592,5251,5628,5256,3585,9841,8617,1102,39802,28662,12758,9403,7631,7507
2017,서초구,441102,211236,229866,130,49,26,55,1,18.2,81.8,20,18.8,49.6,3.7,1.3,6.6,-,155513,39702,38291,35950,31968,7412,1685,505,2.6,173594,55973,33829,34428,37230,9097,2136,612,185,59,45,"128,977",6491,91064,5647,24436,1339,46982024,15883168,33.81,151,39702,13538,10883,689,7639,1494,5459,17483,22219,6259,7279,3974,6909,267,422,3265,4374,778,716,2940,2519,537,8351,11380,7083,4610,3871,3870
2017,강남구,556164,266442,289722,146,52,40,54,-,18.7,81.3,25.6,20.3,49.3,1.8,2,1,-,207369,62774,50634,44795,38367,8529,1770,500,2.5,231612,87820,42114,42031,45784,10507,2381,659,189,88,39,"173,282",7334,127206,6149,30806,1787,39501308,6591655,16.69,155,62774,19259,19654,1074,11334,2143,9310,26515,36259,8487,10772,7204,12450,432,642,4553,6781,1027,1116,4812,4498,539,12969,20358,10734,6579,5739,5856
2017,송파구,664496,323147,341349,227,71,55,101,-,25.3,74.7,31.9,23.8,28.4,3.3,7.5,5.1,-,237516,58848,59153,56774,49044,10760,2333,604,2.6,264628,85227,52978,54090,55878,12730,2776,677,186,54,32,"196,672",9322,117214,4892,63581,1663,33876548,4445693,13.12,164,58848,16214,12221,631,18785,1851,9146,26901,31947,8253,7961,4391,7830,233,398,8229,10556,989,862,4806,4340,282,10387,16841,10377,7868,6703,6390
2017,강동구,436223,216777,219446,255,84,59,111,1,18.6,81.4,24.7,16.3,49.7,2.4,4.3,2.6,-,160680,41050,40892,37455,31756,7517,1561,449,2.6,177407,59590,37027,35159,34742,8453,1829,437,107,37,26,"120,940",10742,75263,3551,30251,1133,24589280,3384641,13.76,124,41050,18563,8415,369,7266,1304,5133,20064,20986,9735,8828,3300,5115,143,226,3244,4022,751,553,2891,2242,162,5974,9058,6950,7168,6224,5514
2018,합계,9765623,4773899,4991724,5368,2017,1572,1703,76,20,80,-,-,-,-,-,-,-,3839766,1229421,977469,807545,637385,147231,32059,8656,2.4,4263868,1679049,891792,768663,704778,168321,37669,9452,2699,841,604,"2,894,078",322453,1679639,112372,749971,29643,605196566,168843299,27.9,2859,1229421,513330,264524,18680,205178,43335,184374,581944,647477,262165,251165,100969,163555,7514,11166,91526,113652,23422,19913,96348,88026,14487,304497,273994,173762,158875,146286,157520
2018,종로구,153065,74825,78240,122,50,23,49,-,…,…,-,-,-,-,-,-,-,63773,25326,15957,11241,8286,2228,573,162,2.2,73735,36012,13901,10952,9348,2601,631,195,58,21,16,"45,729",12699,14530,5428,12140,932,23912883,11555792,48.32,108,25326,12405,3014,877,3363,974,4693,12635,12691,6367,6038,1227,1787,314,563,1442,1921,517,457,2768,1925,798,7748,4467,3188,3261,2621,3243
2018,중구,125725,61947,63778,92,29,24,38,1,…,…,-,-,-,-,-,-,-,53102,20803,14101,9601,6463,1591,433,110,2.2,61502,29832,12753,9255,7238,1791,456,114,32,13,18,"40,177",6209,24417,1944,6719,888,9960930,3131968,31.44,70,20803,7161,5875,337,2312,837,4281,10052,10751,3486,3675,2418,3457,152,185,1123,1189,461,376,2412,1869,585,4946,4087,2938,2869,2563,2815
2018,용산구,228999,110640,118359,190,79,74,17,20,…,…,-,-,-,-,-,-,-,92500,34240,24574,17717,12098,3019,681,171,2.2,108974,50818,22284,16997,14034,3606,891,226,72,23,23,"71,680",14792,35728,3996,16416,748,21866844,1795641,8.21,103,34240,16962,6164,740,5405,585,4384,15794,18446,7935,9027,2331,3833,317,423,2437,2968,280,305,2494,1890,307,7676,8577,5364,4249,3614,4453
2018,성동구,308221,151359,156862,155,46,31,77,1,…,…,-,-,-,-,-,-,-,123963,40706,32135,26002,19548,4273,1035,264,2.3,137209,54940,29647,25071,21190,4794,1144,294,95,21,13,"87,830",10944,63976,2032,9785,1093,16860100,3102064,18.4,85,40706,19574,11160,305,3319,1620,4728,20309,20397,10757,8817,4333,6827,130,175,1620,1699,898,722,2571,2157,758,11285,8394,5769,5400,4414,4686
2018,광진구,355559,172794,182765,190,93,36,60,1,…,…,-,-,-,-,-,-,-,148735,56337,35093,28596,22354,4947,1079,329,2.3,162606,70605,32723,27281,24753,5508,1270,323,89,31,23,"85,638",16002,30425,4152,33565,1494,17063230,3363048,19.71,59,56337,34025,3591,585,9655,2394,6087,27057,29280,17100,16925,1359,2232,218,367,4129,5526,1222,1172,3029,3058,736,17721,13474,7456,6710,5310,4930
2018,동대문구,348052,173567,174485,237,91,57,86,3,…,…,-,-,-,-,-,-,-,146974,55593,35628,27612,21139,5341,1321,340,2.3,161820,72616,32618,26287,22662,5777,1408,323,88,27,14,"100,802",19484,60386,3181,16093,1658,14215197,1275850,8.98,95,55593,29027,10703,622,5234,2329,7678,28098,27495,15399,13628,4340,6363,292,330,2609,2625,1207,1122,4251,3427,1844,18361,9233,6376,6494,6246,7039
2018,중랑구,403209,200419,202790,259,84,72,100,3,…,…,-,-,-,-,-,-,-,159444,49207,42934,34055,25381,6159,1353,355,2.4,180511,72086,40504,32621,26995,6517,1332,338,82,22,14,"105,691",19208,51475,4451,29040,1517,18495756,5206342,28.15,102,49207,28846,8012,834,6787,1461,3267,24711,24496,15407,13439,3085,4927,363,471,3177,3610,801,660,1878,1389,167,6537,9133,7838,9788,8172,7572
2018,성북구,435868,211904,223964,261,78,43,138,2,…,…,-,-,-,-,-,-,-,171943,55136,42140,36301,29176,7067,1665,458,2.4,186601,71004,38798,34648,31796,7789,1882,496,113,33,42,"129,994",24207,71754,6097,26446,1490,24578665,8342383,33.94,127,55136,28327,10703,1140,7457,2724,4785,24777,30359,13442,14885,3993,6710,476,664,3236,4221,1283,1441,2347,2438,1616,18622,8540,6311,6252,6106,7689
2018,강북구,319164,156071,163093,280,98,59,119,4,…,…,-,-,-,-,-,-,-,127551,40872,34781,26543,19222,4748,1077,308,2.3,143395,57388,33037,25619,20545,5267,1147,252,93,22,25,"95,097",18185,33282,4881,37671,1078,23596920,14346715,60.8,84,40872,20918,6208,893,9084,917,2852,18508,22364,10104,10814,2175,4033,323,570,3786,5298,470,447,1650,1202,324,6451,6305,5984,7069,7061,7678
2018,도봉구,339413,166160,173253,204,76,45,82,1,…,…,-,-,-,-,-,-,-,126286,30848,35343,30077,23237,5292,1146,343,2.5,138087,43182,32551,28962,25408,6092,1389,356,92,42,13,"105,526",8903,64580,4176,27138,729,20667909,10075345,48.75,79,30848,11765,9737,626,5745,537,2438,13586,17262,5881,5884,3302,6435,250,376,2408,3337,279,258,1466,972,194,3461,4456,4736,5685,5631,6685
2018,노원구,543752,263919,279833,222,63,49,109,1,…,…,-,-,-,-,-,-,-,202326,51280,51939,47672,40995,8517,1542,381,2.6,217655,67527,47741,44866,45217,9770,1932,403,138,39,22,"186,533",6783,161273,3467,14312,698,35437921,14337687,40.46,181,51280,11789,31115,639,4429,871,2437,21674,29606,6159,5630,11058,20057,276,363,2148,2281,529,342,1504,933,854,10053,6676,6589,7428,8615,11065
2018,은평구,483197,233702,249495,285,95,52,133,5,…,…,-,-,-,-,-,-,-,181338,48888,50617,40750,31086,7833,1682,482,2.5,205001,73517,46903,39233,33915,8691,2037,508,129,34,34,"144,611",16000,52607,6297,68390,1317,29704588,13997925,47.12,133,48888,17252,7428,907,15721,1062,6518,21694,27194,8202,9050,2836,4592,337,570,6631,9090,562,500,3126,3392,235,7470,9976,7718,7471,7566,8452
2018,서대문구,310313,149569,160744,179,73,23,82,1,…,…,-,-,-,-,-,-,-,127197,44795,31734,25206,19423,4641,1082,316,2.3,138549,57194,28781,24437,21209,5260,1207,341,85,21,14,"94,884",13378,48277,5486,26783,960,17608732,5136075,29.17,118,44795,21768,8261,1075,7608,1499,4584,19553,25242,10025,11743,3048,5213,410,665,3261,4347,733,766,2076,2508,831,15995,7866,5184,4529,4540,5850
2018,마포구,375077,178240,196837,222,106,89,15,12,…,…,-,-,-,-,-,-,-,154940,56837,38861,29938,22671,5233,1108,292,2.3,172505,75480,35381,28617,25285,5962,1279,342,103,31,25,"118,619",12225,66582,3227,35003,1582,23843621,4439901,18.62,142,56837,20762,11018,663,11909,1765,10720,24992,31845,10135,10627,4092,6926,275,388,5035,6874,898,867,4557,6163,782,17338,15487,8058,5231,4346,5595
2018,양천구,464185,228634,235551,231,117,112,2,-,…,…,-,-,-,-,-,-,-,162039,34304,40185,41534,36359,7768,1502,387,2.7,176498,48615,36590,38406,40961,9321,1930,462,143,41,29,"137,850",7990,85921,4225,38855,859,17406820,2909845,16.72,120,34304,12097,9315,711,8716,594,2871,15827,18477,6487,5610,3413,5902,268,443,3790,4926,323,271,1546,1325,149,3941,6434,5425,6028,6044,6283
2018,강서구,596949,290079,306870,288,99,81,103,5,…,…,-,-,-,-,-,-,-,235754,73011,62155,50204,39017,9061,1807,499,2.4,258503,97429,56974,48238,42634,10322,2167,526,140,49,24,"190,525",10697,111811,4966,61900,1151,41436730,4329258,10.45,167,73011,15968,21221,823,13963,900,20136,33780,39231,8454,7514,8693,12528,326,497,6452,7511,508,392,9347,10789,270,15140,18490,10700,9412,9554,9445
