기준연도,행정구역,구분,총인구수,유소년인구_0-14,생산가능인구_15-64,_핵심생산가능인구_25-49,고령인구_65이상,_전기고령인구_65-74,_중기고령인구_75-84,_후기고령인구_85이상
2015,서울특별시 용산구 원효로제1동(1117056000),계,"13,784","1,651","10,503","6,423","1,630","1,012",472,146
2015,서울특별시 용산구 원효로제1동(1117056000),남,"6,776",848,"5,190","3,214",738,472,216,50
2015,서울특별시 용산구 원효로제1동(1117056000),여,"7,008",803,"5,313","3,209",892,540,256,96
2015,서울특별시 용산구 원효로제2동(1117057000),계,"15,542","2,099","11,340","6,143","2,103","1,221",707,175
2015,서울특별시 용산구 원효로제2동(1117057000),남,"7,334",955,"5,511","3,022",868,555,264,49
2015,서울특별시 용산구 원효로제2동(1117057000),여,"8,208","1,144","5,829","3,121","1,235",666,443,126
2015,서울특별시 용산구 효창동(1117058000),계,"9,652","1,151","7,130","3,905","1,371",780,458,133
2015,서울특별시 용산구 효창동(1117058000),남,"4,721",609,"3,539","1,927",573,340,186,47
2015,서울특별시 용산구 효창동(1117058000),여,"4,931",542,"3,591","1,978",798,440,272,86
2015,서울특별시 용산구 용문동(1117059000),계,"12,867","1,659","9,378","5,263","1,830","1,110",552,168
2015,서울특별시 용산구 용문동(1117059000),남,"6,199",827,"4,602","2,608",770,508,213,49
2015,서울특별시 용산구 용문동(1117059000),여,"6,668",832,"4,776","2,655","1,060",602,339,119
2015,서울특별시 용산구 한강로동(1117062500),계,"14,877","1,281","10,915","6,035","2,681","1,548",838,295
2015,서울특별시 용산구 한강로동(1117062500),남,"7,380",677,"5,502","3,022","1,201",740,362,99
2015,서울특별시 용산구 한강로동(1117062500),여,"7,497",604,"5,413","3,013","1,480",808,476,196
2015,서울특별시 용산구 이촌제1동(1117063000),계,"27,711","4,803","19,040","10,944","3,868","2,024","1,389",455
2015,서울특별시 용산구 이촌제1동(1117063000),남,"12,859","2,352","8,924","4,989","1,583",843,590,150
2015,서울특별시 용산구 이촌제1동(1117063000),여,"14,852","2,451","10,116","5,955","2,285","1,181",799,305
2015,서울특별시 용산구 이촌제2동(1117064000),계,"9,570","1,058","6,912","3,713","1,600",949,502,149
2015,서울특별시 용산구 이촌제2동(1117064000),남,"4,561",561,"3,359","1,861",641,424,186,31
